機構名稱,機構代碼,機構種類,縣市,區,地址全址,經度,緯度,O_ABC,特約服務項目
圓石實業股份有限公司附設臺北市私立大稻埕圓石社區長照機構,2V0100006,2,臺北市,大同區,臺北市大同區延平北路2段96號3樓之1,121.5115203857,25.0565166473,B,日間照顧服務;喘息服務
圓石實業股份有限公司附設臺北市私立文山和興圓石社區長照機構,2V0100013,2,臺北市,文山區,臺北市文山區和興路88號1樓,121.5493545532,24.9848461151,B,喘息服務;日間照顧服務
基督復臨安息日會醫療財團法人附設臺安居家護理所,B10100008,B1,臺北市,松山區,臺北市松山區民福里八德路二段424號,121.5473403931,25.0480537415,B,專業照護服務
士林區芝山岩社區發展協會,BF0100131,BF,臺北市,士林區,臺北市士林區名山里雨聲街68號(芝山岩區民活動中心),121.528755188,25.1036128998,C,巷弄長照站
壽合居家職能治療所,B50100003,B5,臺北市,文山區,臺北市文山區興家里興隆路三段221巷4弄14號,121.5601119995,24.9936923981,B,專業照護服務;專業照護服務(CC01)
夢想銀髮方舟股份有限公司附設臺北市私立花博居家長照機構,1V0100055,1,臺北市,松山區,臺北市松山區南京東路3段311號8樓,121.5471191406,25.0519790649,B,喘息服務;居家服務
大中華國際租賃有限公司,BA0100027,BA,臺北市,南港區,臺北市南港區重陽路318號,121.605758667,25.0577812195,B,交通接送服務
大安健康股份有限公司附設臺北市私立大安居家長照機構,1R0100059,1,臺北市,內湖區,臺北市內湖區寶湖里民權東路6段123巷16號6樓,121.5927505493,25.0694465637,B,居家服務;喘息服務
大安居家語言治療所,B70100003,B7,臺北市,大安區,臺北市大安區信義路三段147巷15弄5號7樓,121.5423812866,25.0351638794,B,專業照護服務
大心居家職能治療所,B50100002,B5,臺北市,士林區,臺北市士林區天祿里中山北路六段754巷22之1號,121.5290527344,25.1145648956,B,專業照護服務;專業照護服務(CC01)
大東健保藥局,B30100002,B3,臺北市,士林區,臺北市士林區仁勇里大東路86之4號,121.5257492065,25.0911312103,B,專業照護服務
大直復健科診所,B20100038,B2,臺北市,中山區,臺北市中山區北安路630巷25弄16號,121.549911499,25.0836029053,B,居家失能個案家庭醫師照護服務
天勤健康生活事業有限公司附設臺北市私立天勤居家長照機構,1R0100058,1,臺北市,大安區,臺北市大安區復興南路2段65號6樓之5,121.543800354,25.0306911469,A,個案管理服務
天勤健康生活事業有限公司附設臺北市私立天勤居家長照機構,1R0100058,1,臺北市,大安區,臺北市大安區復興南路2段65號6樓之5,121.543800354,25.0306911469,B,居家服務;喘息服務
天行健診所,B20100047,B2,臺北市,萬華區,臺北市萬華區寶興街121、125、127號,121.4950714111,25.0246353149,B,居家失能個案家庭醫師照護服務
太豐交通有限公司,BA0100004,BA,臺北市,文山區,臺北市文山區景福街196號,121.5378494263,24.9943199158,B,交通接送服務
太豐交通有限公司,BA0100046,BA,臺北市,文山區,臺北市文山區木新路三段11號,121.5649871826,24.9825820923,B,交通接送服務(DA01)
奇恩健康有限公司附設臺北市私立翔旭居家長照機構,1R0100051,1,臺北市,大同區,臺北市大同區寧夏路23-1號2樓206室,121.5151367188,25.0551662445,B,喘息服務;居家服務
好康居家呼吸照護所,B80100001,B8,臺北市,中正區,臺北市中正區砂子杭州南路一段23號,121.5264968872,25.0423641205,B,專業照護服務
好拾光居家有限公司附設臺北市私立好拾光居家長照機構,1R0100068,1,臺北市,士林區,臺北市士林區重慶北路四段248號4樓407室,121.5113525391,25.0866622925,B,居家服務
好朋友居家職能治療所,B50100006,B5,臺北市,中山區,臺北市中山區撫順街25號9樓之4,121.5203170776,25.063583374,B,專業照護服務(CC01);專業照護服務
好服有限公司附設臺北市私立顧得豪居家長照機構,1V0100044,1,臺北市,萬華區,臺北市萬華區新安里萬大路187巷42號1樓,121.501449585,25.0280723572,B,居家服務
好爸爸無障礙爬梯機接送有限公司,BA0100033,BA,臺北市,南港區,臺北市南港區向陽路122號,121.5953216553,25.0547142029,B,交通接送服務(DA01)
好爸爸無障礙爬梯機接送有限公司,BB0100014,BB,臺北市,北投區,臺北市北投區文林里致遠一路1段29號1樓,121.5167236328,25.1081428528,B,輔具及居家無障礙環境服務
好物理治療所,B40100006,B4,臺北市,文山區,臺北市文山區萬隆里萬隆街64號,121.5370025635,25.0009212494,B,專業照護服務;專業照護服務(CC01)
好生活居家職能治療所,B50100021,B5,臺北市,中山區,臺北市中山區中山北路三段25之12號（1樓128室）,121.5286483765,25.0518875122,B,專業照護服務
孝恩居家職能治療所,B50100007,B5,臺北市,萬華區,臺北市萬華區興德里富民路145巷15弄11號,121.4998245239,25.018535614,B,專業照護服務
守護星股份有限公司附設臺北市私立守護星居家長照機構,1R0100069,1,臺北市,大安區,臺北市大安區通化里信義路四段296號15樓5-2室,121.5545883179,25.0329475403,B,居家服務
安健維康物理治療所,B40100002,B4,臺北市,松山區,臺北市松山區新東里南京東路四段183號,121.5564956665,25.0518341064,B,專業照護服務(CC01);專業照護服務
安安物理治療所,B40100013,B4,臺北市,士林區,臺北市士林區重慶北路四段136號1樓,121.5124816895,25.0833892822,B,專業照護服務(CC01);專業照護服務
安德利互聯網股份有限公司附設臺北市私立安德利居家長照機構,1V0100013,1,臺北市,中山區,臺北市中山區五常街51號2樓,121.5437469482,25.054473877,B,居家服務;喘息服務
安心好生活股份有限公司附設臺北市私立佳愛居家長照機構,1R0100044,1,臺北市,中山區,臺北市中山區朱崙里長安東路2段230號6樓之5,121.442527771,24.9845027924,B,喘息服務;居家服務
安心居家服務有限公司附設台北市私立安心居家長照機構,1R0100071,1,臺北市,大安區,臺北市大安區忠孝東路四段300號五樓,121.5562820435,25.0411548615,B,居家服務;喘息服務
安歆居家護理所,B10100024,B1,臺北市,中山區,臺北市中山區松江路50號3樓,121.532661438,25.0481796265,B,專業照護服務
安民家庭醫學科診所,B20100032,B2,臺北市,大安區,臺北市大安區大安路一段65號2樓之1,121.5462799072,25.0425357819,B,專業照護服務;居家失能個案家庭醫師照護服務
安照股份有限公司附設臺北市私立安照居家長照機構,1R0100066,1,臺北市,松山區,臺北市松山區南京東路5段356號8樓之1(801室),121.569694519,25.0510616302,B,居家服務
宏光物理治療所,B40100022,B4,臺北市,信義區,臺北市信義區虎林街38號,121.5763702393,25.0477600098,B,專業照護服務
宏康樂齡健康生活館,BB0100011,BB,臺北市,松山區,臺北市松山區光復北路172號1樓,121.5565948486,25.0533161163,B,輔具及居家無障礙環境服務
宗展股份有限公司附設臺北市私立辰心居家長照機構,1V0100010,1,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,121.5088577271,25.0561103821,B,喘息服務;居家服務
宜寧居家護理所,B10100013,B1,臺北市,士林區,臺北市士林區前港里承德路四段235號9樓,121.5223770142,25.0870456696,B,專業照護服務
宜蘭縣B級單位-佳音營養諮詢中心,B60100007,B6,臺北市,士林區,臺北市士林區延平北路五段253號2F,121.5096740723,25.0848617554,B,營養餐飲服務
家恩長期照顧服務股份有限公司附設臺北市私立恩上家恩居家長照機構,1V0100045,1,臺北市,大安區,臺北市大安區忠孝東路三段54號2樓之1（105室）,121.5355606079,25.041727066,B,居家服務
家禾認知社區關懷協會,BF0100186,BF,臺北市,文山區,臺北市文山區政大里政大1街3號1樓,121.5842895508,24.985994339,C,巷弄長照站
富康活力藥局,B30100008,B3,臺北市,南港區,臺北市南港區研究院路一段101巷8號,121.6165084839,25.0518093109,B,專業照護服務
寶安健康有限公司附設臺北市私立鑫安居家長照機構,1R0100047,1,臺北市,文山區,臺北市文山區興隆路三段206巷10弄1號,121.5578918457,24.9965229034,B,居家服務;喘息服務
寶珠職能治療所,B50100022,B5,臺北市,大安區,臺北市大安區通化街140巷17號2樓,121.553276062,25.0291194916,B,專業照護服務;專業照護服務(CC01)
小藥師健保藥局,BB0100003,BB,臺北市,南港區,臺北市南港區百福里福德街320之1號1樓,121.5879821777,25.0394821167,B,輔具及居家無障礙環境服務
小驢駒小客車租賃有限公司(臺北市),BA0100017,BA,臺北市,南港區,臺北市南港區南港路三段93號3樓,121.5877456665,25.0528583527,B,交通接送服務(DA01)
尚好物理治療所,B40100023,B4,臺北市,士林區,臺北市士林區重慶北路四段250號3樓,121.5113601685,25.0866661072,B,專業照護服務(CC01);專業照護服務
崇仁長照股份有限公司私立元泰社區長照機構,2V0100002,2,臺北市,士林區,臺北市士林區中山北路5段685號2樓,121.5273132324,25.0970954895,B,日間照顧服務;喘息服務
常樂企業有限公司,BA0100025,BA,臺北市,中山區,臺北市中山區民生東路一段51號6樓之1,121.5262451172,25.0581970215,B,交通接送服務(DA01)
常青樹國際股份有限公司附設臺北市私立常青樹社區長照機構,2S0100033,2,臺北市,中山區,臺北市中山區興亞里長安東路二段31號5樓之一,121.5312194824,25.0485877991,B,喘息服務;日間照顧服務
幸福物理治療所,B40100017,B4,臺北市,萬華區,臺北市萬華區雙園里西園路二段13巷12號,121.4982299805,25.0317325592,B,專業照護服務(CC01);專業照護服務
康健居家護理所,B10100060,B1,臺北市,內湖區,臺北市內湖區民權東路六段180巷6號11樓之19,121.5926513672,25.068195343,B,居家失能個案家庭醫師照護服務;專業照護服務
康和文山樂活股份有限公司附設臺北市私立杏花學塾社區長照機構,2V0100007,2,臺北市,文山區,臺北市文山區辛亥路4段128-1號2樓,121.5566864014,25.0051784515,B,喘息服務;小規模多機能服務
康寧醫療財團法人附設康寧居家護理所,B10100067,B1,臺北市,內湖區,臺北市內湖區成功路五段420巷26號B1,121.6087799072,25.0759525299,B,專業照護服務
康寧醫療財團法人附設臺北市私立康寧社區長照機構,2S0100025,2,臺北市,內湖區,臺北市內湖區成功路五段420巷28號2樓之二,121.6088027954,25.0756378174,B,日間照顧服務
康年銀髮樂活股份有限公司附設臺北市私立康年復興社區長照機構,2R0100010,2,臺北市,松山區,臺北市松山區復興北路309號4樓,121.5444030762,25.0586566925,B,日間照顧服務
康捷居家長照有限公司附設臺北市私立康捷居家式服務類長期照顧服務機構,1V0100025,1,臺北市,大同區,臺北市大同區民權西路225巷6號1樓,121.5100250244,25.0688285828,B,居家服務;喘息服務
康育診所,B20100115,B2,臺北市,內湖區,臺北市內湖區成功路三段189號2F,121.5907821655,25.0803833008,B,居家失能個案家庭醫師照護服務
康齡安健物理治療所,B40100012,B4,臺北市,松山區,臺北市松山區復勢里八德路三段225號,121.5570526123,25.0482883453,B,專業照護服務
弘新醫療器材有限公司,BB0100010,BB,臺北市,士林區,臺北市士林區文昌路108號1樓,121.5210952759,25.0967292786,B,輔具及居家無障礙環境服務
德力居家有限公司附設臺北市私立德力居家長照機構,1V0100040,1,臺北市,信義區,臺北市信義區忠孝東路5段482號14樓之3,121.5779953003,25.0405979156,B,居家服務;喘息服務
忠孝事業有限公司附設臺北市私立忠孝居家長照機構,1R0100027,1,臺北市,北投區,臺北市北投區榮華里明德路283號3樓,121.5221328735,25.1145133972,B,喘息服務;居家服務
快樂兒童診所,B20100096,B2,臺北市,萬華區,臺北市萬華區寶興街121號,121.4948043823,25.0252285004,B,居家失能個案家庭醫師照護服務
恩揚有限公司附設臺北市私立恩揚居家長照機構,1R0100013,1,臺北市,文山區,臺北市文山區萬祥里羅斯福路5段225之1號1樓,121.5392532349,25.0019645691,B,喘息服務;居家服務
悠藝股份有限公司附設臺北市私立悠藝居家長照機構,1V0100043,1,臺北市,中正區,臺北市中正區南福里南昌路2段206號3樓之1,121.524307251,25.0240364075,B,居家服務
悠適復健科診所,B20100089,B2,臺北市,松山區,臺北市松山區光復北路11弄65號,121.5580062866,25.0486354828,B,專業照護服務
惠安護康科技有限公司附設臺北市私立惠安居家長照機構,1R0100050,1,臺北市,文山區,臺北市文山區興隆路2段86巷2號1樓,121.5484313965,24.9998111725,B,喘息服務;居家服務
惠璿諮詢中心,B60100001,B6,臺北市,信義區,臺北市信義區智誠忠孝東路五段372巷29弄15號,121.5743865967,25.0392112732,B,專業照護服務
愛斯特居服有限公司附設臺北市私立愛斯特居家長照機構,1R0100060,1,臺北市,大同區,臺北市大同區建明里市民大道一段211號11樓之27,121.518409729,25.0491333008,B,喘息服務;居家服務
愛護家健康事業股份有限公司附設臺北市私立愛護家居家長照機構,1V0100008,1,臺北市,中山區,臺北市中山區晴光里中山北路3段31號7樓之1,121.5225296021,25.0657024384,A,個案管理服務
愛護家健康事業股份有限公司附設臺北市私立愛護家居家長照機構,1V0100008,1,臺北市,中山區,臺北市中山區晴光里中山北路3段31號7樓之1,121.5225296021,25.0657024384,B,專業照護服務;喘息服務;居家服務
愛迪樂居家職能治療所,B50100011,B5,臺北市,南港區,臺北市南港區福德街373巷5號15樓,121.5912399292,25.0403423309,B,專業照護服務;專業照護服務(CC01)
愛馨居服有限公司附設臺北市私立愛馨居家長照機構,1V0100035,1,臺北市,松山區,臺北市松山區新聚里南京東路5段230號2樓之1,121.5259170532,25.0439796448,A,個案管理服務
愛馨居服有限公司附設臺北市私立愛馨居家長照機構,1V0100035,1,臺北市,松山區,臺北市松山區新聚里南京東路5段230號2樓之1,121.5259170532,25.0439796448,B,喘息服務;居家服務
愛馨居服有限公司附設臺北市私立松山悅馨社區長照機構,2V0100010,2,臺北市,松山區,臺北市松山區南京東路5段230號2樓之4、2樓之5及2樓之6,121.5656814575,25.0511760712,B,日間照顧服務
承德居家護理所,B10100032,B1,臺北市,大同區,臺北市大同區承德路一段17號7樓之9,121.5170516968,25.0502490997,B,居家失能個案家庭醫師照護服務
振興醫療財團法人附設振興居家護理所,B10100002,B1,臺北市,北投區,臺北市北投區榮華里振興街45號,121.5224685669,25.1175117493,B,專業照護服務
振芝心身醫學診所,B20100085,B2,臺北市,中山區,臺北市中山區復興北路282號2樓,121.5439300537,25.0587844849,B,專業照護服務
挺好居家職能治療所,B50100016,B5,臺北市,北投區,臺北市北投區石牌路二段130巷4號,121.5174484253,25.117641449,B,專業照護服務
